"","taxon","p_mean","n_mean","log2fold","glm.nb_est","glm.nb_stderr","glm.nb_zval","glm.nb_pval"
"14","Agaricales",0.120483125474543,0.202187228047228,-0.746860765782657,-0.51768443407309,0.493538141392019,-1.04892487663257,0.294212695088364
"15","Agaricomycetes",0.308525557450063,0.58752014291209,-0.929248311386692,-0.644105847077775,0.294138055922085,-2.18980792899642,0.0285381694584319
"16","Agaricostilbaceae",0.0013082507709555,0.00806902599165436,-2.62475542783387,-1.81934182446246,5.43537178076534,-0.334722609206004,0.737834344631485
"17","Agaricostilbales",0.0191829274482701,0.0096428609937308,0.992289746217847,0.687802839889437,3.65741745395116,0.188056968762588,0.85083199313911
"18","Agaricostilbomycetes",0.0211429235404202,0.0096428609937308,1.13264172310703,0.785087416956204,3.65217037025598,0.214964620311833,0.829794902612869
"19","Alatospora",0.00040105633762517,0.00785132127009555,-4.29105864443249,-2.97433520100576,6.10694286133242,-0.487041596514432,0.626228853354955
"20","Albifimbria",0.0173903353241178,0.00152016557184432,3.51598537993573,2.43709535299244,7.53228811089908,0.323553124510201,0.746276381576755
"21","Albifimbria verrucaria",0.0173903353241178,0.00152016557184432,3.51598537993573,2.43709535299244,7.53228811089908,0.323553124510201,0.746276381576755
"22","Alternaria",0.034362070402867,0.00304033114368863,3.49851659384401,2.42498691316514,5.25740138785757,0.461252001562191,0.644617817054791
"23","Alternaria alternata",0.000362498235988751,0.00152016557184432,-2.06818258648895,-1.43355492870799,12.2451589454502,-0.117071157270739,0.906803665700547
